amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
63.02,186.64,123.5,50.43,124.68,0
16521.5,70991.93,56739.74,12.66,15849.72,0
128.87,358.17,223.14,1936.62,2064.58,0
32.82,25.21,0.0,465.79,502.94,0
126.11,135.23,5.48,46.28,161.68,0
18.24,39.98,22.31,86873.61,86892.06,0
7869.49,15356.78,7230.56,89.4,9111.88,0
70.14,104.41,33.31,4.99,68.29,0
1014.06,4340.76,3146.32,5.19,1179.18,0
90.15,55.98,0.0,24.83,103.85,0
9095.93,38494.42,29785.29,9.82,10395.17,0
881.33,4096.03,3189.72,208.84,1052.61,0
220.14,734.28,508.32,6.59,230.97,0
8.93,29.59,20.62,1303.51,1312.62,0
9111.11,10665.28,3164.78,242.82,8278.49,0
372.92,1140.18,735.55,1953.11,2277.25,0
35.36,77.38,38.75,144581.99,144620.34,0
7341.82,11238.3,3942.92,148883.22,157180.71,0
4.44,13.87,8.72,267.02,270.82,0
45.91,23.2,0.0,154.1,204.63,0
340.85,594.39,210.88,4900.45,5217.7,0
57.88,199.81,132.02,155.16,215.23,0
198.46,505.61,308.14,14201.42,14402.63,0
29.34,33.9,0.0,2034.7,2066.9,0
8.76,4.43,0.0,24.39,33.3,0
3.79,6.51,2.53,260.65,263.82,0
11.23,33.36,23.7,36324.17,36334.41,0
14422.12,41902.82,29486.48,1196.18,15029.43,0
482.33,525.65,48.66,6694.93,7191.16,0
221.55,722.62,480.19,6689.92,6882.18,0
86.39,431.53,345.09,546.59,627.36,0
1596.84,5001.14,3212.78,70.13,1387.98,0
9.69,27.85,17.11,1919.32,1928.32,0
32.63,107.74,78.98,9.43,42.22,0
995.37,4437.88,3588.72,1941.23,3110.37,0
202.67,964.1,744.74,8.42,184.97,0
2781.74,1904.52,0.0,55258.55,57514.67,0
8725.36,12411.58,2180.58,9726.28,18023.03,0
4493.35,4587.43,0.0,19.95,4706.67,0
14.27,56.73,42.74,15233.68,15248.56,0
6.19,4.36,0.0,7977.5,7983.31,0
12.49,56.98,42.76,8208.23,8218.41,0
3139.37,1860.07,0.0,108.65,3774.07,0
10142.4,32571.92,22198.38,854.19,11003.82,0
11260.31,19593.99,6208.12,1708.76,14214.58,0
39.8,104.18,64.05,171.87,210.03,0
5234.74,13026.58,8752.71,1292.57,7221.29,0
339.04,1312.09,964.55,39.81,417.46,0
4469.92,12224.74,7259.54,41098.69,44845.0,0
378.15,905.86,454.36,105208.76,105519.03,0
10.11,38.28,29.77,98.9,107.59,0
5.55,25.9,20.48,117.49,123.76,0
14987.51,61038.89,45531.91,29.32,13635.11,0
125.49,478.77,334.13,36774.97,36895.23,0
63.73,171.74,102.51,16.4,82.13,0
67.14,305.55,245.63,17808.79,17880.01,0
82.3,221.26,127.13,25735.2,25815.08,0
13426.31,62919.53,48611.15,88.09,13241.39,0
4.78,19.66,14.12,13970.56,13975.01,0
7.94,9.34,0.34,396.51,403.16,0
3317.16,2360.04,0.0,125.58,2976.1,0
381.72,1463.46,1011.43,50370.58,50811.83,0
8.64,30.99,22.51,398.94,409.22,0
3.71,11.91,7.48,4.99,9.18,0
20.45,100.06,82.17,2921.16,2940.02,0
28.43,83.99,52.22,3782.07,3806.84,0
3.09,6.38,3.53,2925.31,2928.41,0
19.01,57.84,42.29,143.09,159.02,0
2089.9,1312.15,0.0,4744.6,7181.39,0
5996.33,18628.73,13103.63,66.82,6705.97,0
8814.23,40201.14,32865.87,449.43,10933.48,0
90.85,47.2,0.0,29.48,133.26,0
48.17,207.32,160.46,2311.79,2358.2,0
21998.9,90386.44,67714.79,20241.87,40605.95,0
2762.98,2700.71,0.0,7.96,3140.31,0
342.46,1476.26,1136.44,3.66,358.16,0
26.92,105.96,83.7,11760.23,11791.23,0
49.0,132.78,80.03,94.79,140.36,0
280.98,450.54,145.89,95.78,381.98,0
357.36,641.98,328.33,1355.78,1707.76,0
3.07,9.99,6.86,574.85,577.53,0
15284.6,24583.26,10098.22,10.35,15546.07,0
483.21,949.07,552.85,11670.11,12072.8,0
545.89,2559.55,2054.8,18.9,537.49,0
18.23,68.95,47.73,24012.04,24030.51,0
2656.82,10128.68,7684.14,12183.33,14463.14,0
2070.16,9940.32,8099.48,17.11,2297.31,0
6.4,3.37,0.0,11388.4,11394.01,0
575.33,920.64,372.39,3906.26,4534.19,0
1016.12,3516.67,2321.49,133255.2,134077.83,0
5014.62,12397.25,6619.94,6837.09,12230.58,0
17.37,17.5,0.34,198.82,215.5,0
7322.54,29404.04,22418.45,2491.48,10663.76,0
173.01,123.15,0.0,3946.54,4123.84,0
6.48,19.1,13.42,9918.47,9924.64,0
7.03,21.31,15.03,471.01,478.5,0
16.12,54.19,38.26,24456.19,24471.59,0
34.63,66.5,33.64,63.84,96.48,0
236.9,143.61,0.0,108743.09,108972.94,0
2295.63,10331.31,8222.38,82.66,2571.49,0
14.59,68.3,54.15,4.11,19.37,0
20616.89,55025.43,37519.98,24.57,24076.33,0
11.63,6.9,0.0,73265.47,73274.78,0
598.49,1863.65,1197.41,16164.38,16681.7,0
11619.78,22329.55,9747.19,341.41,11933.4,0
4878.37,6445.23,1757.66,57337.39,62546.81,0
926.12,1167.18,212.36,40.98,815.08,0
1701.79,2223.64,550.21,35.49,1597.19,0
9.1,18.1,7.56,11.23,22.11,0
2.97,5.24,2.4,353.1,355.87,0
135.28,576.82,429.52,776.95,905.74,0
6.08,16.59,11.19,13.42,18.86,0
68.02,164.91,98.68,9.59,64.48,0
20.36,23.54,2.94,199.33,217.94,0
10374.65,46079.1,37345.11,35.12,9003.21,0
7483.86,5588.2,0.0,1505.54,8633.24,0
4317.73,6812.91,2366.23,869.3,4724.93,0
1678.24,5532.53,4083.37,16.24,1629.94,0
10.88,39.83,26.78,3.15,13.03,0
4.2,17.24,13.72,3270.46,3275.36,0
977.49,2293.5,1161.45,13383.0,14278.92,0
880.35,1813.81,936.45,584.64,1355.34,0
75.55,135.88,68.71,1526.16,1609.63,0
191.36,584.88,423.16,106812.02,107027.24,0
221.93,459.14,219.51,12641.53,12869.05,0
23.56,46.56,20.6,106.9,129.0,0
45.95,26.47,0.0,31360.94,31413.03,0
117.39,559.65,446.02,1133.9,1259.27,0
619.31,478.52,0.0,846.64,1436.48,0
14799.86,25439.8,8925.89,5489.49,19648.0,0
345.97,1607.51,1210.17,306.23,583.34,0
1959.56,7464.1,5589.29,43848.59,45461.52,0
3877.75,12027.34,7620.33,17.12,3328.43,0
7.55,26.23,18.27,281.76,288.55,0
970.8,909.42,0.0,5.55,1141.8,0
208.3,862.14,644.62,6369.89,6604.99,0
469.6,763.33,367.41,53.16,436.5,0
3.84,18.44,15.18,292.85,295.94,0
9470.54,14595.86,4266.52,46629.29,56425.63,0
14401.06,47727.13,30618.98,21.1,13710.64,0
2.8,8.27,5.46,2.79,5.93,0
18.45,21.11,5.95,1570.76,1592.7,0
13.76,29.35,17.97,334.62,348.35,0
3077.09,12357.03,9320.11,4.98,2685.01,0
591.53,861.65,232.81,70.72,755.18,0
13.41,64.81,53.25,37.72,50.71,0
4128.79,7554.35,4196.76,47.79,4039.73,0
65.45,217.31,145.85,16095.36,16166.15,0
172.04,565.13,417.44,77.65,240.74,0
88.74,232.37,145.82,593.41,672.74,0
296.61,1023.04,698.65,50.44,375.73,0
204.65,787.1,613.12,94460.96,94639.89,0
32.18,105.73,74.29,13579.98,13606.23,0
124.09,374.75,269.95,286.03,410.0,0
9653.1,31177.81,22113.52,8077.33,15930.85,0
251.15,579.86,287.28,86.75,367.13,0
10378.36,8499.14,0.0,6.72,12366.95,0
384.19,468.19,157.29,309.74,762.87,0
2750.0,8882.96,6535.04,1353.49,3717.29,0
38.18,178.39,143.36,126.84,171.62,0
3339.98,2056.87,0.0,225.18,3046.58,0
29.34,86.5,54.26,7035.45,7063.08,0
3.24,5.3,1.91,51530.09,51532.79,0
11.55,34.97,25.03,50775.36,50788.4,0
3.3,12.78,8.91,1529.37,1532.31,0
13678.27,52107.9,36743.76,2763.89,17344.38,0
22021.91,82846.12,63119.55,954.25,25290.12,0
2591.71,10380.2,7887.67,161.35,2629.45,0
7.19,5.94,0.0,9133.98,9142.0,0
8870.7,24776.75,15595.55,9.24,8261.07,0
2195.11,3683.4,1598.21,50724.07,52610.31,0
54.07,251.19,203.39,61.62,114.82,0
249.76,1004.77,738.33,30.18,300.95,0
1049.25,1032.41,0.0,55.36,911.42,0
3.38,5.39,2.09,20514.48,20518.27,0
248.11,632.31,385.52,52.34,276.2,0
1981.4,9576.28,7951.0,2219.25,4344.27,0
14.79,14.69,0.16,118.48,130.99,0
147.54,450.86,285.59,3716.14,3857.16,0
327.92,667.58,327.66,1822.37,2145.71,0
2038.74,6949.11,4567.29,158804.91,160817.92,0
15995.83,54692.63,37311.48,83.14,14628.06,0
5622.21,8898.06,2651.48,127.47,5815.35,0
730.45,2948.2,2229.9,24.2,689.6,0
519.45,473.05,21.45,447.19,897.35,0
619.36,2589.93,1868.45,27199.73,27728.25,0
367.46,534.23,143.37,27.69,453.17,0
4.64,14.63,9.23,106458.24,106462.19,0
1457.78,3007.25,1480.94,3.14,1399.81,0
1714.76,5562.7,3879.16,19084.58,20629.17,0
273.78,466.35,232.57,5474.65,5761.14,0
6860.18,20994.46,14414.99,57399.35,63836.28,0
1155.09,620.16,0.0,845.51,1901.87,0
71.09,155.33,71.99,4868.83,4953.26,0
3.25,13.71,10.03,4.68,8.58,0
4.63,11.96,7.31,208.08,212.03,0
64.47,177.08,113.95,13065.04,13134.48,0
173.98,573.63,432.13,9.01,210.12,0
12.2,29.94,18.47,14859.15,14873.65,0
14.94,65.76,47.94,80.72,94.45,0
21.58,49.96,26.3,132.01,156.05,0
3055.26,14486.47,11400.96,3364.8,6209.53,0
2811.83,12502.02,9282.7,6.42,2955.01,0
85.32,204.33,135.29,2619.89,2705.65,0
12.82,27.51,12.34,63004.61,63018.49,0
7.38,26.16,18.19,7.62,16.22,0
5.95,23.2,18.41,43.95,48.98,0
91.97,122.91,23.38,3.16,84.93,0
4.1,6.5,3.08,810.69,814.93,0
54.75,63.41,5.6,8438.52,8490.14,0
15580.87,61125.52,46785.6,72430.32,88371.78,0
261.79,972.5,740.86,155.76,447.16,0
4464.01,6029.73,1337.02,13.96,4834.18,0
8.7,25.37,16.9,3.74,13.37,0
30.35,119.55,94.49,97.03,123.27,0
13614.87,64828.96,49458.63,760.9,11818.15,0
85.8,111.83,34.06,54639.23,54737.79,0
930.44,1739.44,765.0,29.4,941.8,0
17767.76,36735.36,18190.36,14680.72,33412.74,0
386.48,1280.18,962.31,539.22,859.68,0
42.44,47.27,0.0,37906.78,37952.75,0
326.21,447.05,127.67,36088.03,36362.26,0
4.44,17.81,13.89,34017.84,34022.79,0
7.47,21.96,14.68,224.71,230.87,0
2.9,3.54,0.52,122.52,124.94,0
7768.95,17464.19,11239.58,26.58,7308.57,0
1143.13,1263.41,211.67,33.54,1044.99,0
39.84,84.94,44.52,2388.74,2436.3,0
19.89,45.76,24.32,107082.3,107101.8,0
1271.17,1276.89,100.65,2133.56,3388.89,0
10676.37,8212.8,0.0,253.53,8993.11,0
40.14,179.31,143.65,39.12,79.12,0
49.11,220.72,175.68,3539.23,3579.77,0
5932.3,3034.99,0.0,27.67,6263.97,0
8437.0,28562.78,20674.99,7.59,10069.75,0
10161.17,9364.08,98.64,7.61,9476.11,0
38.03,157.66,122.69,31415.39,31458.11,0
8.03,35.8,27.41,182.15,191.68,0
142.59,466.95,320.89,84435.32,84604.6,0
38.93,126.88,89.4,641.72,684.48,0
7744.98,16819.52,8664.63,5467.45,14358.63,0
3.78,6.13,2.13,24257.2,24260.76,0
816.42,2242.48,1585.06,40920.27,41764.07,0
9467.61,10430.73,1572.61,16.25,10100.72,0
17854.9,62938.74,46910.12,29.47,15865.86,0
944.99,2471.52,1402.12,14.17,888.63,0
14034.96,18234.32,5460.06,365.42,13622.44,0
5.37,16.9,11.92,14.96,19.4,0
68.96,281.29,211.29,3496.5,3564.26,0
2.94,9.26,6.26,147.1,150.37,0
18595.11,53618.56,32710.42,109621.27,129330.46,0
9177.76,39599.54,30833.21,21643.47,31280.61,0
3.5,1.92,0.0,7840.68,7844.33,0
3.2,10.48,7.14,5302.0,5304.59,0
73.9,173.19,92.54,4.2,63.42,0
27.85,38.18,4.84,6.82,30.98,0
5554.65,27262.78,21445.29,315.2,6788.14,0
11.52,26.69,15.21,63684.82,63697.99,0
3347.09,6723.24,3867.41,7.65,3457.55,0
399.47,503.55,26.28,276.31,657.47,0
81.17,405.03,317.85,16866.15,16962.37,0
10.09,43.91,35.17,91.63,99.97,0
21573.52,17579.74,0.0,74847.37,92944.27,0
707.6,2155.27,1430.6,79355.91,80097.76,0
141.8,164.96,39.22,5.09,149.59,0
76.72,285.48,201.63,2393.31,2484.8,0
9429.08,25254.62,15258.52,13.48,10583.63,0
4406.02,4391.7,454.93,347.62,5525.96,0
4026.58,12106.62,7291.22,52883.61,57267.27,0
696.3,3201.62,2380.36,6.09,821.28,0
8035.38,16355.02,9073.29,81712.84,90348.64,0
40.19,29.28,0.0,153133.05,153173.65,0
1530.51,7275.18,5502.98,4327.31,5906.82,0
103.55,117.85,18.18,136.86,257.03,0
601.84,1587.49,876.16,43.0,549.67,0
21663.35,63929.57,44862.29,316.93,22546.83,0
19162.74,30025.97,9146.08,19.65,18356.58,0
274.12,355.91,70.88,3.39,295.38,0
475.69,480.03,33.61,5.42,500.86,0
15076.7,69459.48,0.0,4020.74,12411.73,1
19355.3,53934.89,38263.21,3.42,20824.38,0
3003.31,12881.48,10201.48,74.89,3121.43,0
4.89,5.23,0.81,4629.87,4634.15,0
49.59,181.14,139.14,18.59,70.92,0
8682.47,20462.79,13398.87,105.11,7143.74,0
2738.52,1803.34,0.0,3.84,3096.16,0
2164.83,6303.72,4382.84,9.36,2526.18,0
1109.11,1812.33,866.1,32.63,954.49,0
114.13,367.91,269.42,10.89,113.92,0
102.43,212.23,96.43,489.15,576.29,0
3945.74,13806.28,10499.9,10.98,4385.74,0
38.25,177.22,135.53,78.02,109.71,0
1291.41,2066.84,1005.84,7779.53,9092.18,0
1874.09,8863.1,7333.37,3613.31,5403.6,0
5437.12,7717.39,2405.88,183.64,6166.36,0
48.37,39.57,0.0,76264.94,76316.0,0
2158.14,2950.51,752.88,15669.13,17865.42,0
7.09,29.54,21.88,2162.33,2169.43,0
9.42,33.43,24.73,331.81,342.27,0
116.28,566.14,464.07,5.26,120.48,0
4.47,16.51,11.46,255.03,259.36,0
13756.75,32422.47,20507.44,1094.36,12239.07,0
9109.4,41137.5,30940.61,147442.37,155708.45,0
4.22,20.3,15.93,95575.27,95579.27,0
5139.99,20880.94,16174.0,9.34,5311.25,0
265.04,796.41,551.06,129563.65,129847.05,0
1506.68,6352.08,4923.37,10946.71,12732.24,0
7961.56,10395.42,2143.81,4921.12,12171.53,0
489.2,2226.63,1643.58,56340.6,56838.49,0
7.74,38.68,31.5,97.09,105.62,0
2.78,9.71,6.44,219.71,222.28,0
238.01,328.81,118.87,39356.5,39599.13,0
13947.97,16039.68,4251.09,8.53,13502.04,0
470.41,2266.14,1789.69,6639.28,7090.36,0
77.98,344.76,251.92,20091.34,20155.68,0
3.59,13.89,10.32,45967.62,45970.53,0
10247.76,48892.44,37415.3,30.29,9439.24,0
51.65,142.83,91.75,4777.69,4837.86,0
1545.34,6946.09,5184.4,6.98,1362.41,0
1405.48,1732.52,151.22,35262.86,36422.66,0
26.71,35.33,6.63,544.46,572.45,0
4.83,13.55,8.5,2606.63,2612.35,0
86.92,173.52,85.97,31733.54,31805.06,0
47.19,115.44,59.63,710.71,762.53,0
1483.72,6071.21,4553.44,731.61,1982.98,0
4350.48,3220.81,0.0,450.89,4166.78,0
20.13,75.36,52.15,2013.49,2037.13,0
19530.97,197482.5,0.0,7263.05,7603.92,1
3.92,16.91,12.9,19088.68,19092.69,0
18.7,26.34,6.28,3.77,19.96,0
2580.8,9825.69,7400.9,125.07,2766.83,0
3430.92,10853.57,7531.27,316.65,3146.85,0
2944.34,6581.48,3995.65,8.05,2828.06,0
9.79,16.68,5.5,10591.79,10602.38,0
387.34,293.82,0.0,855.45,1253.38,0
122.04,255.09,117.22,2.78,133.37,0
20401.76,28611.01,9699.47,2821.69,20088.45,0
979.1,1088.37,0.0,113.21,1193.59,0
12293.41,47000.68,35409.42,8065.88,22603.0,0
10.06,14.65,5.18,19.62,31.32,0
157.25,236.54,50.32,2.75,134.08,0
2819.93,5730.57,2735.73,7.06,2374.22,0
74.49,192.33,104.93,345.3,420.19,0
806.4,2267.36,1421.24,10179.26,10993.42,0
271.87,948.95,704.65,2086.11,2396.82,0
20483.29,64488.55,44900.49,3.2,19412.16,0
13.0,34.68,19.81,1822.0,1835.08,0
12309.64,27976.5,15718.75,546.7,11397.39,0
100.9,171.13,61.8,17361.24,17480.16,0
183.45,677.8,518.82,45.76,201.39,0
316.53,610.51,306.67,7392.67,7760.36,0
29.62,128.05,94.41,2834.28,2868.53,0
15881.61,49832.22,31149.03,2573.19,15599.16,0
9930.69,33295.11,24062.35,235.36,11260.08,0
17259.98,48147.68,33148.25,3.13,16141.37,0
21424.19,100233.12,82893.06,21.41,19086.41,0
1128.0,2704.02,1744.14,29341.11,30425.09,0
158.41,383.57,203.89,2404.95,2590.22,0
5747.99,25972.67,20326.57,1571.13,7086.68,0
3.37,10.86,7.77,882.36,885.38,0
4962.36,12510.95,7001.42,6.34,5017.52,0
238.79,401.09,134.27,124.51,354.67,0
1163.26,1864.36,765.24,2466.73,3406.18,0
78.76,323.42,232.02,10.82,79.7,0
75.01,131.84,57.94,68250.17,68310.7,0
3.62,1.9,0.0,6.04,9.69,0
123.24,72.41,0.0,4806.12,4936.33,0
107.25,525.83,433.47,74.71,191.33,0
20.56,62.08,37.44,36330.79,36348.95,0
25.18,68.0,41.68,24226.62,24254.87,0
521.79,2416.12,1807.64,106.2,609.42,0
47.46,98.84,57.48,438.45,477.35,0
4780.34,19491.78,14923.47,103800.43,109398.59,0
7.41,27.77,19.25,2179.65,2187.63,0
492.16,1302.72,744.2,2.9,507.37,0
11.48,45.76,32.57,14039.82,14049.19,0
315.5,1528.91,1241.12,144.67,398.83,0
392.65,550.78,139.66,56.5,459.33,0
880.67,509.73,0.0,25682.11,26696.21,0
127.34,534.39,416.18,113868.42,114003.27,0
266.47,617.18,348.56,5.38,219.15,0
13.85,40.85,25.81,199.12,213.73,0
175.41,263.3,86.59,58.96,223.75,0
78.04,334.64,265.01,52854.24,52920.48,0
1091.36,4087.61,2862.02,37973.53,39200.9,0
136.1,651.94,489.83,54846.22,54986.48,0
3023.21,7977.14,5119.75,4.35,3298.72,0
125.7,615.24,471.98,4.72,113.58,0
22.69,63.51,37.52,1170.76,1189.97,0
31.92,105.22,76.36,17.05,49.16,0
4.09,14.45,10.02,9.39,13.53,0
350.47,947.66,535.73,47.65,409.62,0
4807.48,14578.74,9310.02,6656.88,11934.02,0
2757.29,4149.4,1910.46,4394.88,7332.6,0
139.78,297.82,152.2,15323.05,15472.68,0
15.88,58.1,40.45,5.42,19.24,0
6446.93,4354.58,0.0,12463.33,18699.08,0
4.53,16.54,12.86,599.92,604.63,0
98.79,184.44,100.66,85.03,184.56,0
6060.43,10443.7,3652.09,2237.54,7823.4,0
93.56,338.75,245.64,17940.78,18050.97,0
7.85,11.52,2.23,8.52,15.24,0
29.77,143.72,114.96,19539.96,19575.38,0
47044.49,72485.76,0.0,1427.73,2097.65,1
10.68,27.36,18.66,2491.39,2502.48,0
986.75,2275.82,1154.47,42979.3,43819.01,0
140.25,120.01,0.0,6700.0,6843.84,0
55.12,220.59,168.51,1666.97,1713.0,0
29481.95,15462.08,0.0,109.54,137.42,1
4491.63,21104.89,15876.8,745.02,4851.46,0
96.55,478.66,371.39,26963.31,27055.98,0
2092.92,2199.33,24.41,155077.38,157284.8,0
143.05,511.19,371.78,11133.05,11248.56,0
6.21,16.13,8.9,16184.16,16190.47,0
143.24,420.43,263.03,5964.61,6120.16,0
262.22,343.01,89.51,12537.2,12768.72,0
167.43,628.84,461.63,39.45,183.71,0
4214.03,5266.51,1729.37,287.77,4480.98,0
9874.02,44273.62,33172.28,1231.46,11249.87,0
3232.49,8219.85,4545.54,1146.08,4299.77,0
515.45,1730.32,1244.63,1939.04,2412.35,0
355.33,1651.6,1323.32,121647.49,121990.0,0
899.23,3435.71,2625.6,33122.76,33954.47,0
36.25,106.35,74.83,24493.55,24526.17,0
4050.61,9365.21,4589.08,25186.71,29192.14,0
6073.16,15666.37,8963.95,16758.57,22578.22,0
30.11,61.35,32.04,4775.43,4804.76,0
9185.34,43702.26,35949.21,45.69,7394.81,0
5645.39,9246.36,4415.18,33303.99,39384.53,0
124.01,290.44,156.02,58.97,160.5,0
9710.88,38863.02,30305.48,7893.34,16464.95,0
8.04,17.2,9.65,9.21,18.23,0
3.5,15.71,11.57,1118.86,1123.04,0
62.23,99.18,34.93,90.63,165.09,0
440.95,282.67,0.0,6304.57,6761.79,0
64.26,213.95,159.87,33128.68,33186.76,0
13076.99,36447.41,24257.64,3.22,14831.66,0
26.91,126.44,95.27,9.56,38.09,0
34.16,82.12,43.72,71731.49,71772.29,0
823.41,914.11,17.1,37.79,877.37,0
2.81,5.57,2.66,8422.68,8425.52,0
1896.97,4305.08,2583.44,20702.58,22253.39,0
81.23,253.77,169.76,9377.36,9448.66,0
18028.89,31284.67,16495.5,3.87,19236.52,0
1370.26,4078.46,2871.37,8863.17,10504.07,0
4.35,19.95,15.57,106647.43,106651.74,0
6.26,15.07,10.06,157.08,162.16,0
6.01,20.63,15.26,6719.75,6725.52,0
14380.1,22002.18,9622.36,56.89,12287.52,0
1282.37,5265.37,4062.24,158262.28,159780.46,0
127.54,218.54,72.72,26.89,136.13,0
16.52,51.36,31.88,78.35,92.34,0
7063.94,13076.16,6958.62,17.24,6961.84,0
16.68,13.4,0.0,99404.24,99421.2,0
1572.01,3047.31,1257.18,1459.27,3167.92,0
2617.35,3805.99,1531.33,41.13,2520.26,0
38.55,174.13,131.86,11.94,56.61,0
255.76,434.21,220.86,41063.5,41329.35,0
20.22,98.77,77.35,5.42,21.98,0
82.3,223.49,148.9,3216.0,3282.96,0
16094.13,24057.38,6356.66,2233.7,18126.8,0
1391.65,3146.59,1744.16,13223.42,14581.35,0
5538.77,7341.31,2513.95,4916.29,10349.54,0
352.62,1499.19,1160.36,26936.21,27226.37,0
23.37,24.3,0.8,4.13,23.32,0
1662.24,7365.18,5373.17,308.96,1679.16,0
245.95,173.79,0.0,6.62,275.58,0
13.35,24.67,13.18,234.48,248.37,0
111.26,125.67,11.95,1298.65,1393.73,0
823.5,2951.17,2219.83,1865.95,2666.72,0
2034.46,5707.57,3364.23,71143.28,73538.2,0
24.26,114.68,87.18,68798.92,68819.0,0
7215.42,15497.38,9353.75,82.08,6400.34,0
82.76,56.56,0.0,5941.73,6020.84,0
31.19,122.5,88.86,6903.48,6931.38,0
15.74,48.92,34.74,101587.1,101600.69,0
3780.24,15965.69,11994.36,6.84,4502.81,0
65.86,159.22,94.34,2413.1,2485.98,0
210.73,805.37,596.15,239.82,469.87,0
20.19,25.64,5.04,124.04,147.72,0
1306.12,6527.82,5185.06,2422.21,3564.83,0
3069.59,3933.41,606.22,58.84,3606.95,0
57.68,244.22,187.64,4.03,72.85,0
13436.29,19562.86,4930.01,14125.25,28025.45,0
3.58,14.4,10.84,7.06,11.22,0
8.99,39.34,29.76,100.5,110.63,0
544.07,2418.33,1925.81,1889.72,2394.16,0
1499.16,3958.88,2434.71,2594.36,3992.98,0
25.95,63.05,37.43,4141.92,4169.69,0
398.07,1692.62,1326.05,153206.03,153612.4,0
47.73,148.33,108.96,224.81,270.34,0
398.14,1312.17,912.41,12.33,338.34,0
1026.54,1603.77,778.53,12.4,843.05,0
17244.91,43245.17,26760.21,744.52,15216.37,0
164.23,355.15,199.42,185.14,343.07,0
928.85,3245.35,2266.81,62617.53,63370.79,0
493.91,683.66,93.45,750.13,1174.53,0
47.37,110.18,56.03,392.09,448.33,0
26.51,114.5,82.95,35808.0,35833.99,0
19748.57,58436.13,35125.41,17278.04,40449.05,0
17.49,79.27,64.76,6993.02,7008.34,0
3335.83,5158.44,2113.56,898.66,4045.72,0
10.17,25.22,15.88,35.92,46.79,0
3786.36,10419.58,7282.93,1397.19,5925.48,0
14.46,33.29,16.82,9.71,25.33,0
16389.72,58678.82,39697.37,997.19,20023.73,0
1304.91,1525.75,166.05,31756.5,32826.07,0
6.12,17.36,10.28,784.57,790.21,0
1392.14,1565.43,53.92,5.77,1611.07,0
621.78,2071.39,1464.39,3.84,631.39,0
56.71,240.23,191.46,35079.68,35128.9,0
28.41,16.76,0.0,32.04,56.7,0
1752.58,4479.97,2592.6,882.44,2816.35,0
2147.91,5836.23,3813.6,13970.16,15824.2,0
51.67,193.3,149.31,44.05,95.67,0
7230.36,6046.31,0.0,9062.57,15371.18,0
30.55,71.09,36.85,6.22,33.21,0
5.1,20.58,15.39,10247.06,10251.95,0
601.13,1740.06,1018.71,5.5,514.8,0
7.13,27.62,20.81,57.31,64.89,0
32.79,70.11,31.52,45.78,74.19,0
261.04,1211.33,936.69,49294.34,49581.69,0
35.77,30.33,0.0,971.93,1008.0,0
18.82,17.13,0.0,28964.66,28982.32,0
1523.35,4384.49,2659.36,1644.31,3237.27,0
373.53,978.17,636.22,19456.88,19816.61,0
5207.48,17565.37,11592.94,1170.0,5507.83,0
508.34,778.14,261.73,383.39,852.91,0
210.82,319.84,147.4,3781.02,3993.92,0
28.54,110.48,79.96,63.49,87.51,0
3390.03,6145.93,2756.31,66576.62,70281.72,0
15.99,60.33,44.11,59248.99,59264.06,0
24.05,81.37,58.17,6.05,27.26,0
5293.83,4631.95,261.18,65164.3,69416.41,0
2144.65,7935.38,6065.06,20.1,1808.68,0
675.78,3012.51,2267.41,4885.38,5490.14,0
3.86,16.12,12.67,23252.04,23255.69,0
8.54,4.61,0.0,38.61,45.97,0
244.6,716.36,467.66,9.39,258.39,0
2246.32,10355.57,8359.58,11136.31,13108.03,0
177.13,565.8,404.22,353.09,562.43,0
3.18,5.74,2.71,574.51,577.77,0
14.27,19.63,3.19,11854.61,11870.57,0
543.97,1948.64,1308.65,44.33,571.29,0
1405.23,5579.67,4238.09,7.91,1247.26,0
3.67,16.91,13.91,102246.0,102249.6,0
4.01,18.35,14.18,5980.45,5984.32,0
28.55,57.86,30.25,3545.66,3575.62,0
5.76,18.53,12.79,105.89,112.6,0
356.92,341.51,0.0,155246.0,155565.4,0
8.28,7.66,0.0,31.44,38.38,0
928.87,763.17,0.0,19.28,1028.14,0
2966.17,13858.39,10426.38,90.12,2463.52,0
16892.92,20034.09,3673.3,9214.19,28097.79,0
13844.77,36972.01,24004.1,36.86,15143.65,0
31.83,77.95,40.74,84.81,120.79,0
3.54,6.94,3.6,921.41,924.37,0
52.7,153.87,109.96,3461.34,3507.79,0
1597.7,818.92,0.0,14.03,1644.74,0
4.66,10.3,5.24,3644.71,3649.05,0
69.23,183.95,112.99,179.76,258.57,0
39.74,163.52,123.23,122.45,161.53,0
19.57,71.52,55.22,6.48,25.5,0
1564.27,6763.79,5409.71,122219.53,123586.55,0
1024.41,2246.88,1265.0,5565.41,6615.24,0
336.79,381.95,52.16,8.16,324.2,0
9867.2,22741.47,13361.39,152.72,9824.67,0
6.88,33.26,26.37,6.56,12.81,0
10.46,15.32,3.88,1050.32,1061.24,0
85.72,110.27,19.9,6012.59,6109.9,0
995.19,4726.67,3687.18,5.06,809.39,0
521.5,2489.98,1956.43,69137.41,69602.78,0
5.29,6.2,1.54,166.58,172.25,0
15151.02,60036.49,44251.33,35.97,16439.31,0
42.33,103.02,66.47,11.34,50.19,0
